GAME_DATE_EST,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
393,2004,106.0,0.451,0.767,0.3329999999999999,23.0,43.0,112.0,0.506,0.7829999999999999,0.348,29.0,42.0,0
393,2004,105.0,0.494,1.0,0.5,23.0,39.0,98.0,0.456,0.778,0.385,20.0,41.0,1
393,2004,97.0,0.418,0.813,0.258,20.0,52.0,98.0,0.4,0.8,0.3,18.0,46.0,0
393,2004,98.0,0.478,0.5710000000000001,0.444,29.0,41.0,81.0,0.414,0.792,0.286,16.0,39.0,1
393,2004,88.0,0.418,0.711,0.417,18.0,35.0,81.0,0.373,0.848,0.375,15.0,39.0,1
393,2004,110.0,0.435,0.889,0.4,27.0,53.0,97.0,0.48,0.88,0.273,23.0,33.0,1
393,2004,121.0,0.5710000000000001,0.7829999999999999,0.455,31.0,35.0,105.0,0.444,0.792,0.3329999999999999,25.0,36.0,1
393,2004,99.0,0.471,0.8,0.429,34.0,39.0,86.0,0.452,0.64,0.222,27.0,38.0,1
392,2004,93.0,0.414,0.875,0.368,13.0,36.0,83.0,0.392,0.7390000000000001,0.308,11.0,42.0,1
392,2004,104.0,0.386,0.794,0.429,22.0,51.0,107.0,0.489,0.706,0.273,31.0,43.0,0
392,2004,94.0,0.42,0.68,0.214,16.0,40.0,102.0,0.522,0.893,0.357,16.0,37.0,0
392,2004,127.0,0.457,0.684,0.514,32.0,57.0,119.0,0.4429999999999999,0.875,0.375,30.0,45.0,1
392,2004,115.0,0.547,0.7070000000000001,0.4,23.0,41.0,119.0,0.462,0.833,0.455,25.0,44.0,0
392,2004,97.0,0.493,0.8240000000000001,0.45,22.0,38.0,81.0,0.387,0.8640000000000001,0.308,17.0,38.0,1
392,2004,109.0,0.414,0.8240000000000001,0.346,21.0,46.0,101.0,0.42,0.75,0.429,20.0,47.0,1
392,2004,87.0,0.416,0.8,0.231,15.0,32.0,98.0,0.5479999999999999,0.757,0.286,23.0,35.0,0
392,2004,93.0,0.493,0.7390000000000001,0.3329999999999999,26.0,48.0,75.0,0.322,0.8,0.077,14.0,44.0,1
392,2004,94.0,0.413,0.75,0.308,19.0,42.0,117.0,0.512,0.875,0.522,31.0,39.0,0
392,2004,103.0,0.477,0.667,0.5379999999999999,25.0,50.0,98.0,0.407,0.852,0.313,15.0,44.0,1
392,2004,102.0,0.494,0.8,0.429,23.0,37.0,114.0,0.545,0.767,0.7,31.0,46.0,0
391,2004,100.0,0.379,0.857,0.345,21.0,44.0,114.0,0.489,0.8,0.476,24.0,46.0,0
391,2004,104.0,0.532,0.731,0.125,19.0,51.0,68.0,0.346,0.667,0.0,11.0,35.0,1
391,2004,110.0,0.506,0.6,0.3,30.0,39.0,98.0,0.466,0.821,0.304,17.0,42.0,1
390,2004,91.0,0.44,0.652,0.455,24.0,39.0,82.0,0.387,0.76,0.556,14.0,45.0,1
390,2004,98.0,0.471,0.897,0.615,19.0,46.0,77.0,0.361,0.737,0.3329999999999999,17.0,40.0,1
390,2004,111.0,0.532,0.857,0.385,31.0,47.0,86.0,0.4320000000000001,0.7140000000000001,0.3329999999999999,26.0,29.0,1
390,2004,105.0,0.488,0.762,0.429,33.0,47.0,93.0,0.444,0.7829999999999999,0.25,20.0,31.0,1
390,2004,103.0,0.514,0.857,0.6,23.0,36.0,97.0,0.452,0.7390000000000001,0.5,25.0,41.0,1
390,2004,102.0,0.487,0.7929999999999999,0.231,26.0,44.0,104.0,0.406,0.682,0.423,27.0,46.0,0
390,2004,74.0,0.346,0.8420000000000001,0.267,13.0,30.0,104.0,0.5479999999999999,0.917,0.286,24.0,49.0,0
390,2004,83.0,0.376,0.889,0.214,18.0,46.0,94.0,0.434,0.8059999999999999,1.0,23.0,41.0,0
390,2004,101.0,0.4429999999999999,0.63,0.375,24.0,56.0,102.0,0.3429999999999999,0.821,0.429,20.0,52.0,0
390,2004,106.0,0.457,0.833,0.318,19.0,40.0,103.0,0.481,0.727,0.417,25.0,40.0,1
389,2004,108.0,0.3779999999999999,0.792,0.3329999999999999,20.0,46.0,116.0,0.506,0.879,0.389,25.0,40.0,0
389,2004,79.0,0.408,0.813,0.3329999999999999,14.0,37.0,97.0,0.435,0.857,0.52,13.0,43.0,0
389,2004,86.0,0.449,0.857,0.364,21.0,38.0,96.0,0.462,0.875,0.25,20.0,40.0,0
389,2004,125.0,0.557,0.833,0.436,33.0,49.0,99.0,0.412,0.765,0.316,16.0,41.0,1
389,2004,80.0,0.425,0.636,0.308,23.0,32.0,111.0,0.573,1.0,0.565,34.0,37.0,0
389,2004,104.0,0.544,0.767,0.4379999999999999,18.0,43.0,86.0,0.364,0.826,0.1669999999999999,8.0,38.0,1
389,2004,114.0,0.526,0.852,0.45,29.0,40.0,105.0,0.532,0.682,0.5,18.0,35.0,1
389,2004,122.0,0.488,0.805,0.379,29.0,36.0,117.0,0.495,1.0,0.32,21.0,43.0,1
389,2004,102.0,0.444,0.703,0.5710000000000001,21.0,41.0,104.0,0.42,0.8140000000000001,0.1669999999999999,20.0,46.0,0
389,2004,122.0,0.588,0.773,0.579,36.0,35.0,101.0,0.476,0.731,0.25,13.0,37.0,1
389,2004,91.0,0.447,0.655,0.2,14.0,44.0,94.0,0.506,0.75,0.2,22.0,39.0,0
389,2004,90.0,0.465,0.529,0.3329999999999999,23.0,39.0,79.0,0.456,0.579,0.429,19.0,37.0,1
388,2004,76.0,0.356,0.677,0.25,14.0,44.0,79.0,0.355,0.947,0.259,20.0,43.0,0
388,2004,91.0,0.43,0.769,0.3,21.0,30.0,111.0,0.573,0.815,0.6,31.0,43.0,0
388,2004,100.0,0.415,0.794,0.385,22.0,64.0,80.0,0.354,0.7829999999999999,0.273,13.0,34.0,1
388,2004,78.0,0.34,0.7,0.217,22.0,50.0,91.0,0.444,0.389,0.444,28.0,54.0,0
388,2004,93.0,0.392,0.727,0.4379999999999999,20.0,56.0,97.0,0.365,0.731,0.25,21.0,51.0,0
388,2004,101.0,0.5,0.583,0.3929999999999999,28.0,45.0,92.0,0.345,0.889,0.296,15.0,41.0,1
388,2004,100.0,0.384,0.75,0.3329999999999999,17.0,55.0,112.0,0.53,0.792,0.417,22.0,41.0,0
388,2004,102.0,0.4589999999999999,0.733,0.1669999999999999,26.0,54.0,82.0,0.379,0.769,0.273,19.0,41.0,1
388,2004,103.0,0.425,0.774,0.407,16.0,34.0,113.0,0.579,0.9,0.467,28.0,41.0,0
388,2004,106.0,0.545,0.889,0.4,20.0,32.0,102.0,0.422,0.76,0.3329999999999999,26.0,43.0,1
387,2004,95.0,0.4639999999999999,0.769,0.3329999999999999,24.0,47.0,94.0,0.4379999999999999,0.667,0.375,17.0,44.0,1
387,2004,112.0,0.488,0.7,0.611,25.0,36.0,97.0,0.436,0.778,0.143,22.0,43.0,1
387,2004,97.0,0.447,0.826,0.25,27.0,33.0,103.0,0.532,0.741,0.2,24.0,41.0,0
387,2004,99.0,0.5,0.821,0.364,24.0,25.0,111.0,0.55,0.654,0.429,29.0,39.0,0
387,2004,102.0,0.44,0.6970000000000001,0.217,22.0,43.0,103.0,0.4639999999999999,0.7829999999999999,0.375,20.0,38.0,0
386,2004,91.0,0.384,0.8059999999999999,0.353,14.0,44.0,93.0,0.473,0.6,0.364,19.0,35.0,0
386,2004,100.0,0.417,0.8,0.2,22.0,42.0,116.0,0.6,0.733,0.364,32.0,37.0,0
386,2004,107.0,0.415,0.6,0.467,23.0,48.0,98.0,0.4320000000000001,0.6,0.2,19.0,63.0,1
386,2004,109.0,0.514,0.737,0.583,22.0,30.0,128.0,0.5710000000000001,0.846,0.526,31.0,39.0,0
386,2004,97.0,0.494,0.8,0.357,26.0,38.0,84.0,0.449,0.917,0.3,21.0,35.0,1
386,2004,73.0,0.308,0.7829999999999999,0.28,14.0,43.0,76.0,0.306,0.789,0.154,11.0,55.0,0
386,2004,107.0,0.514,0.8240000000000001,0.3329999999999999,27.0,40.0,119.0,0.506,0.871,0.471,18.0,37.0,0
386,2004,102.0,0.436,0.882,0.667,22.0,46.0,84.0,0.318,0.767,0.217,16.0,45.0,1
386,2004,82.0,0.352,0.705,0.111,15.0,44.0,93.0,0.4579999999999999,0.885,0.267,23.0,38.0,0
386,2004,89.0,0.43,0.583,0.381,21.0,45.0,87.0,0.472,0.8240000000000001,0.313,18.0,35.0,1
386,2004,91.0,0.345,0.674,0.4,18.0,53.0,108.0,0.462,0.703,0.345,18.0,45.0,0
386,2004,102.0,0.4270000000000001,0.727,0.143,17.0,44.0,111.0,0.4579999999999999,0.722,0.409,17.0,49.0,0
386,2004,83.0,0.3779999999999999,0.826,0.1,18.0,44.0,100.0,0.446,0.8059999999999999,0.385,16.0,48.0,0
385,2004,96.0,0.415,0.84,0.233,22.0,39.0,105.0,0.526,0.818,0.5,25.0,42.0,0
385,2004,114.0,0.4589999999999999,0.862,0.44,27.0,44.0,108.0,0.518,0.52,0.643,16.0,42.0,1
385,2004,102.0,0.469,0.667,0.1669999999999999,25.0,48.0,90.0,0.3929999999999999,0.629,0.222,21.0,41.0,1
384,2004,89.0,0.44,0.63,0.353,18.0,44.0,76.0,0.39,0.684,0.273,7.0,46.0,1
384,2004,102.0,0.493,0.8059999999999999,0.3329999999999999,17.0,30.0,99.0,0.506,0.889,0.231,23.0,37.0,1
384,2004,116.0,0.494,0.6920000000000001,0.4,29.0,54.0,87.0,0.351,0.75,0.235,14.0,46.0,1
384,2004,99.0,0.488,0.68,0.154,25.0,44.0,82.0,0.391,0.833,0.176,19.0,35.0,1
384,2004,100.0,0.447,0.727,0.471,16.0,44.0,112.0,0.513,0.815,0.5329999999999999,22.0,36.0,0
384,2004,84.0,0.478,0.7140000000000001,0.417,19.0,34.0,100.0,0.4589999999999999,0.889,0.25,23.0,42.0,0
384,2004,99.0,0.424,0.917,0.455,27.0,41.0,102.0,0.452,0.8240000000000001,0.632,25.0,52.0,0
384,2004,109.0,0.466,0.846,0.357,26.0,43.0,113.0,0.456,0.867,0.2,29.0,46.0,0
384,2004,98.0,0.494,0.64,0.182,22.0,36.0,109.0,0.5489999999999999,0.725,0.182,22.0,39.0,0
384,2004,95.0,0.477,0.889,0.3329999999999999,34.0,38.0,78.0,0.422,0.818,0.429,17.0,31.0,1
384,2004,108.0,0.467,0.731,0.3329999999999999,24.0,46.0,96.0,0.493,0.8240000000000001,0.471,17.0,40.0,1
383,2004,117.0,0.534,0.763,0.417,25.0,33.0,107.0,0.461,0.926,0.5,27.0,37.0,1
383,2004,94.0,0.436,0.815,0.308,26.0,38.0,84.0,0.429,0.8,0.5,24.0,37.0,1
383,2004,103.0,0.487,0.7190000000000001,0.308,23.0,44.0,91.0,0.4320000000000001,0.652,0.375,19.0,38.0,1
383,2004,99.0,0.5479999999999999,0.727,0.188,21.0,35.0,102.0,0.456,0.69,0.5,20.0,38.0,0
382,2004,123.0,0.55,0.6940000000000001,0.455,23.0,39.0,114.0,0.478,0.708,0.474,25.0,39.0,1
382,2004,88.0,0.439,0.765,0.25,19.0,43.0,95.0,0.4589999999999999,0.8,0.389,23.0,39.0,0
382,2004,94.0,0.455,0.818,0.5,23.0,42.0,86.0,0.436,0.684,0.278,21.0,39.0,1
382,2004,108.0,0.435,0.818,0.3329999999999999,21.0,49.0,100.0,0.4379999999999999,0.682,0.412,20.0,45.0,1
382,2004,91.0,0.42,0.733,0.111,21.0,45.0,95.0,0.422,0.688,0.231,19.0,46.0,0
382,2004,106.0,0.524,0.565,0.5379999999999999,29.0,35.0,114.0,0.477,0.732,0.182,22.0,45.0,0
382,2004,118.0,0.5,0.688,0.733,26.0,51.0,109.0,0.479,0.579,0.471,22.0,46.0,1
382,2004,76.0,0.4,0.545,0.286,15.0,41.0,90.0,0.444,0.818,0.375,23.0,41.0,0
382,2004,108.0,0.494,0.6920000000000001,0.5329999999999999,33.0,38.0,109.0,0.4679999999999999,0.8,0.412,21.0,40.0,0
382,2004,85.0,0.478,0.818,0.125,20.0,35.0,99.0,0.531,0.711,0.286,17.0,33.0,0
382,2004,109.0,0.4629999999999999,0.721,0.286,24.0,49.0,102.0,0.409,0.8440000000000001,0.188,20.0,42.0,1
381,2004,89.0,0.425,0.792,0.4,16.0,47.0,96.0,0.396,0.76,0.2269999999999999,27.0,45.0,0
381,2004,83.0,0.363,0.818,0.35,20.0,42.0,70.0,0.426,0.917,0.125,13.0,37.0,1
381,2004,89.0,0.42,0.64,0.357,19.0,39.0,85.0,0.4320000000000001,0.792,0.182,22.0,44.0,1
381,2004,94.0,0.39,0.848,0.286,16.0,39.0,95.0,0.439,0.7140000000000001,0.421,23.0,40.0,0
380,2004,104.0,0.532,0.895,0.5,25.0,38.0,109.0,0.493,0.773,0.5,22.0,36.0,0
380,2004,105.0,0.429,0.784,0.222,17.0,47.0,99.0,0.461,0.75,0.263,24.0,43.0,1
380,2004,117.0,0.55,0.75,0.778,26.0,43.0,86.0,0.421,0.792,0.6,19.0,37.0,1
380,2004,100.0,0.4,0.833,0.077,19.0,48.0,96.0,0.413,0.75,0.321,15.0,40.0,1
380,2004,94.0,0.4579999999999999,0.737,0.444,28.0,40.0,92.0,0.44,0.52,0.3329999999999999,19.0,46.0,1
380,2004,103.0,0.52,0.618,0.444,25.0,45.0,96.0,0.45,0.826,0.294,18.0,40.0,1
380,2004,85.0,0.397,0.8059999999999999,0.118,9.0,39.0,96.0,0.474,0.593,0.5,21.0,42.0,0
380,2004,113.0,0.542,0.586,0.462,31.0,49.0,99.0,0.425,0.758,0.375,24.0,34.0,1
380,2004,94.0,0.471,0.7190000000000001,0.417,20.0,38.0,89.0,0.4379999999999999,0.909,0.455,13.0,34.0,1
380,2004,75.0,0.356,1.0,0.067,23.0,36.0,96.0,0.469,0.7390000000000001,0.5,24.0,53.0,0
380,2004,116.0,0.483,0.75,0.3,17.0,43.0,118.0,0.532,0.8,0.37,25.0,38.0,0
379,2004,98.0,0.462,0.774,0.286,22.0,42.0,94.0,0.446,0.667,0.231,20.0,39.0,1
379,2004,111.0,0.521,0.767,0.5710000000000001,23.0,42.0,95.0,0.452,0.6,0.4,15.0,40.0,1
379,2004,81.0,0.4,0.7140000000000001,0.385,16.0,36.0,94.0,0.457,0.857,0.545,15.0,40.0,0
379,2004,125.0,0.551,0.857,0.643,28.0,41.0,115.0,0.494,0.833,0.435,24.0,34.0,1
379,2004,86.0,0.373,0.8079999999999999,0.15,17.0,50.0,94.0,0.436,0.7,0.294,20.0,41.0,0
379,2004,118.0,0.489,0.607,0.355,28.0,36.0,117.0,0.506,0.8059999999999999,0.429,25.0,48.0,1
379,2004,68.0,0.351,0.609,0.0,19.0,46.0,81.0,0.366,0.818,0.15,17.0,54.0,0
379,2004,109.0,0.444,0.8240000000000001,0.36,18.0,47.0,101.0,0.417,0.8059999999999999,0.111,17.0,41.0,1
379,2004,103.0,0.47,0.905,0.3329999999999999,22.0,38.0,101.0,0.434,0.741,0.36,23.0,44.0,1
378,2004,99.0,0.478,0.828,0.391,22.0,48.0,80.0,0.39,0.737,0.25,26.0,37.0,1
378,2004,91.0,0.473,0.5710000000000001,0.529,23.0,32.0,96.0,0.434,0.6920000000000001,0.375,14.0,49.0,0
378,2004,109.0,0.462,0.933,0.643,23.0,44.0,101.0,0.435,0.722,0.5329999999999999,15.0,41.0,1
378,2004,117.0,0.483,0.742,0.385,25.0,41.0,96.0,0.395,0.733,0.273,17.0,50.0,1
378,2004,84.0,0.422,0.818,0.417,24.0,43.0,85.0,0.3939999999999999,0.703,0.5,13.0,39.0,0
378,2004,96.0,0.4029999999999999,0.7709999999999999,0.3329999999999999,24.0,28.0,105.0,0.569,0.8079999999999999,0.476,23.0,40.0,0
378,2004,94.0,0.4039999999999999,0.76,0.3,17.0,50.0,108.0,0.4529999999999999,0.794,0.3,26.0,41.0,0
377,2004,116.0,0.584,0.69,0.5,34.0,41.0,108.0,0.418,0.787,0.417,18.0,40.0,1
377,2004,100.0,0.493,0.857,0.429,18.0,44.0,93.0,0.384,0.833,0.368,14.0,32.0,1
377,2004,107.0,0.514,0.931,0.235,21.0,34.0,102.0,0.429,0.7240000000000001,0.474,22.0,43.0,1
377,2004,107.0,0.521,0.8,0.5,20.0,46.0,82.0,0.3829999999999999,0.64,0.235,17.0,36.0,1
377,2004,97.0,0.4,0.794,0.087,20.0,41.0,109.0,0.4679999999999999,0.889,0.3329999999999999,20.0,46.0,0
377,2004,105.0,0.413,0.7859999999999999,0.412,26.0,44.0,120.0,0.478,0.846,0.414,25.0,55.0,0
377,2004,85.0,0.318,0.857,0.259,14.0,42.0,94.0,0.4679999999999999,0.76,0.273,20.0,49.0,0
377,2004,107.0,0.539,0.75,0.588,27.0,37.0,84.0,0.3779999999999999,0.706,0.25,12.0,38.0,1
376,2004,94.0,0.47,0.65,0.25,19.0,49.0,105.0,0.44,0.7829999999999999,0.259,25.0,43.0,0
376,2004,91.0,0.487,0.625,0.286,24.0,39.0,76.0,0.37,0.619,0.3,15.0,46.0,1
376,2004,84.0,0.354,0.7190000000000001,0.238,17.0,45.0,82.0,0.4,0.667,0.308,13.0,46.0,1
376,2004,112.0,0.446,0.813,0.25,28.0,39.0,93.0,0.4679999999999999,0.727,0.429,20.0,50.0,1
376,2004,127.0,0.556,0.5589999999999999,0.444,37.0,48.0,98.0,0.397,0.652,0.316,15.0,40.0,1
376,2004,115.0,0.5920000000000001,0.889,0.467,27.0,36.0,107.0,0.5,0.667,0.52,22.0,27.0,1
376,2004,92.0,0.405,0.875,0.455,24.0,36.0,84.0,0.41,0.818,0.143,14.0,46.0,1
376,2004,98.0,0.507,0.75,0.364,24.0,30.0,91.0,0.377,0.917,0.286,12.0,42.0,1
375,2004,96.0,0.48,0.688,0.286,25.0,43.0,89.0,0.341,0.718,0.25,17.0,50.0,1
375,2004,88.0,0.39,0.8059999999999999,0.429,16.0,43.0,75.0,0.384,0.636,0.2269999999999999,13.0,43.0,1
375,2004,103.0,0.418,0.848,0.5,20.0,45.0,86.0,0.3939999999999999,0.7070000000000001,0.417,15.0,37.0,1
375,2004,105.0,0.475,0.862,0.25,24.0,39.0,91.0,0.436,0.7240000000000001,0.4,22.0,38.0,1
375,2004,102.0,0.446,0.639,0.556,23.0,50.0,97.0,0.4429999999999999,0.7709999999999999,0.0,15.0,46.0,1
374,2004,100.0,0.4589999999999999,0.65,0.346,17.0,37.0,102.0,0.472,0.8,0.3329999999999999,19.0,38.0,0
374,2004,85.0,0.449,0.8420000000000001,0.304,19.0,34.0,94.0,0.444,0.893,0.385,20.0,42.0,0
374,2004,94.0,0.434,0.875,0.5,23.0,43.0,86.0,0.352,0.6809999999999999,0.222,13.0,43.0,1
374,2004,110.0,0.514,0.789,0.429,19.0,41.0,101.0,0.476,0.773,0.286,22.0,36.0,1
374,2004,94.0,0.3979999999999999,0.815,0.125,16.0,41.0,104.0,0.447,0.6920000000000001,0.294,23.0,50.0,0
374,2004,91.0,0.451,0.7859999999999999,0.25,20.0,30.0,97.0,0.487,0.833,0.421,20.0,47.0,0
374,2004,114.0,0.562,0.879,0.375,27.0,35.0,103.0,0.435,0.7929999999999999,0.4,24.0,38.0,1
374,2004,105.0,0.462,0.75,0.462,14.0,43.0,98.0,0.4320000000000001,0.84,0.5,17.0,38.0,1
373,2004,107.0,0.442,0.879,0.4,24.0,50.0,111.0,0.412,0.889,0.3329999999999999,16.0,43.0,0
373,2004,96.0,0.4370000000000001,0.7809999999999999,0.5,15.0,39.0,95.0,0.524,0.75,0.2,27.0,31.0,1
373,2004,97.0,0.4629999999999999,0.6559999999999999,0.1669999999999999,14.0,51.0,82.0,0.3879999999999999,0.625,0.286,21.0,44.0,1
373,2004,104.0,0.452,0.926,0.214,20.0,49.0,93.0,0.416,0.7859999999999999,0.467,21.0,33.0,1
373,2004,92.0,0.471,0.758,0.3,16.0,42.0,97.0,0.418,0.8240000000000001,0.1669999999999999,16.0,49.0,0
373,2004,100.0,0.476,0.8,0.4,22.0,37.0,113.0,0.521,0.871,0.526,22.0,35.0,0
373,2004,88.0,0.355,0.8059999999999999,0.25,16.0,49.0,94.0,0.374,0.8640000000000001,0.304,17.0,49.0,0
372,2004,93.0,0.4429999999999999,0.52,0.143,27.0,43.0,76.0,0.373,0.731,0.25,13.0,49.0,1
372,2004,103.0,0.519,1.0,0.3329999999999999,29.0,47.0,97.0,0.418,0.8,0.357,17.0,40.0,1
372,2004,92.0,0.384,0.885,0.429,20.0,46.0,106.0,0.526,0.8640000000000001,0.583,20.0,39.0,0
372,2004,100.0,0.412,0.862,0.217,24.0,41.0,110.0,0.457,0.8240000000000001,0.444,15.0,51.0,0
372,2004,81.0,0.319,0.75,0.182,18.0,53.0,93.0,0.39,0.8,0.45,20.0,51.0,0
372,2004,103.0,0.4629999999999999,0.636,0.375,21.0,55.0,92.0,0.402,0.667,0.381,16.0,40.0,1
372,2004,92.0,0.4270000000000001,0.6559999999999999,0.292,17.0,39.0,103.0,0.493,0.75,0.5329999999999999,24.0,34.0,0
372,2004,90.0,0.377,0.794,0.478,19.0,47.0,94.0,0.389,0.6759999999999999,0.077,21.0,45.0,0
372,2004,88.0,0.4320000000000001,0.684,0.263,15.0,41.0,83.0,0.473,0.769,0.273,22.0,42.0,1
372,2004,115.0,0.5710000000000001,0.649,0.273,31.0,48.0,96.0,0.395,0.789,0.5,18.0,38.0,1
372,2004,99.0,0.461,0.893,0.3329999999999999,22.0,46.0,90.0,0.395,0.696,0.273,16.0,43.0,1
372,2004,98.0,0.457,0.833,0.182,19.0,44.0,90.0,0.506,0.6,0.364,21.0,35.0,1
372,2004,94.0,0.493,0.7929999999999999,0.375,26.0,28.0,80.0,0.47,0.727,0.25,23.0,27.0,1
371,2004,102.0,0.475,0.7240000000000001,0.263,18.0,42.0,89.0,0.379,0.765,0.417,19.0,44.0,1
371,2004,98.0,0.412,0.6759999999999999,0.231,20.0,48.0,94.0,0.4270000000000001,0.9,0.316,20.0,42.0,1
371,2004,100.0,0.444,0.917,0.36,25.0,51.0,97.0,0.429,0.75,0.542,24.0,43.0,1
370,2004,110.0,0.481,0.8109999999999999,0.6,28.0,44.0,102.0,0.506,0.7829999999999999,0.5,20.0,30.0,1
370,2004,89.0,0.439,0.625,0.5,21.0,40.0,73.0,0.391,0.818,0.125,14.0,44.0,1
370,2004,103.0,0.439,0.86,0.3329999999999999,17.0,44.0,84.0,0.484,0.621,0.5,18.0,27.0,1
370,2004,93.0,0.439,0.765,0.5710000000000001,26.0,40.0,122.0,0.597,0.718,0.667,17.0,34.0,0
370,2004,102.0,0.451,0.815,0.3329999999999999,21.0,47.0,95.0,0.494,0.818,0.348,22.0,31.0,1
370,2004,108.0,0.507,0.8,0.5,23.0,43.0,77.0,0.351,0.87,0.417,20.0,35.0,1
370,2004,110.0,0.545,0.792,0.5,24.0,45.0,109.0,0.5,0.7,0.4,20.0,32.0,1
370,2004,120.0,0.541,0.6920000000000001,0.417,40.0,47.0,101.0,0.4370000000000001,0.615,0.5,27.0,37.0,1
370,2004,96.0,0.4579999999999999,0.933,0.1669999999999999,22.0,40.0,88.0,0.42,0.615,0.375,24.0,41.0,1
370,2004,82.0,0.377,0.68,0.4379999999999999,19.0,43.0,88.0,0.479,0.636,0.462,19.0,34.0,0
370,2004,100.0,0.476,0.708,0.294,29.0,46.0,84.0,0.387,0.731,0.304,21.0,41.0,1
369,2004,96.0,0.5,0.682,0.4379999999999999,24.0,33.0,98.0,0.5760000000000001,0.48,0.625,21.0,31.0,0
369,2004,92.0,0.439,0.757,0.545,17.0,47.0,73.0,0.3329999999999999,0.654,0.222,15.0,39.0,1
369,2004,91.0,0.3879999999999999,0.743,0.231,12.0,41.0,100.0,0.414,0.8,0.5,16.0,54.0,0
369,2004,93.0,0.3929999999999999,0.688,0.2,22.0,43.0,99.0,0.478,0.682,0.25,22.0,51.0,0
369,2004,105.0,0.524,0.765,0.375,27.0,37.0,94.0,0.4320000000000001,0.8,0.267,13.0,43.0,1
369,2004,108.0,0.449,0.867,0.4,23.0,49.0,91.0,0.3670000000000001,0.667,0.346,21.0,44.0,1
368,2004,112.0,0.547,0.81,0.684,29.0,45.0,89.0,0.433,0.9,0.4,21.0,37.0,1
368,2004,95.0,0.444,0.722,0.294,21.0,43.0,81.0,0.352,0.75,0.294,23.0,40.0,1
368,2004,108.0,0.517,0.933,0.25,23.0,38.0,114.0,0.494,0.767,0.474,25.0,41.0,0
368,2004,110.0,0.5539999999999999,0.657,0.357,24.0,47.0,71.0,0.321,0.81,0.267,9.0,38.0,1
368,2004,94.0,0.36,0.6,0.424,25.0,49.0,97.0,0.4,0.889,0.375,18.0,57.0,0
368,2004,110.0,0.449,0.852,0.4379999999999999,22.0,35.0,119.0,0.58,0.773,0.5,27.0,35.0,0
368,2004,104.0,0.521,0.8,0.3329999999999999,22.0,33.0,83.0,0.465,0.846,0.429,21.0,36.0,1
367,2004,83.0,0.423,0.742,0.0,24.0,49.0,78.0,0.344,0.8,0.364,19.0,46.0,1
367,2004,93.0,0.4579999999999999,0.774,0.231,24.0,46.0,102.0,0.4479999999999999,0.69,0.3329999999999999,22.0,45.0,0
367,2004,80.0,0.312,0.867,0.286,14.0,39.0,90.0,0.452,0.773,0.304,16.0,42.0,0
367,2004,98.0,0.419,0.7809999999999999,0.111,17.0,46.0,86.0,0.382,0.838,0.214,18.0,34.0,1
367,2004,64.0,0.315,0.81,0.0559999999999999,12.0,43.0,62.0,0.324,0.765,0.143,18.0,48.0,1
367,2004,105.0,0.442,0.706,0.391,25.0,48.0,101.0,0.4320000000000001,0.659,0.235,13.0,48.0,1
367,2004,96.0,0.4039999999999999,0.5,0.379,28.0,40.0,111.0,0.531,0.895,0.444,26.0,47.0,0
367,2004,101.0,0.3979999999999999,0.6920000000000001,0.429,25.0,41.0,106.0,0.461,0.679,0.278,20.0,58.0,0
367,2004,128.0,0.495,0.867,0.618,32.0,45.0,110.0,0.516,0.75,0.4,30.0,41.0,1
367,2004,82.0,0.3829999999999999,1.0,0.4379999999999999,21.0,40.0,98.0,0.479,0.7190000000000001,0.5,19.0,39.0,0
366,2004,87.0,0.423,0.762,0.417,16.0,49.0,90.0,0.39,0.722,0.4,14.0,38.0,0
366,2004,92.0,0.4479999999999999,0.813,0.125,24.0,47.0,105.0,0.426,0.583,0.545,26.0,49.0,0
366,2004,90.0,0.478,0.643,0.3329999999999999,17.0,45.0,65.0,0.297,0.769,0.091,10.0,37.0,1
366,2004,80.0,0.4429999999999999,0.75,0.375,20.0,50.0,66.0,0.365,0.5379999999999999,0.294,16.0,36.0,1
366,2004,116.0,0.542,0.821,0.3329999999999999,31.0,34.0,117.0,0.544,0.773,0.5,29.0,38.0,0
366,2004,111.0,0.488,0.645,0.389,30.0,41.0,107.0,0.494,0.852,0.4,20.0,37.0,1
365,2004,101.0,0.4479999999999999,0.75,0.417,22.0,46.0,83.0,0.389,0.7829999999999999,0.36,13.0,43.0,1
365,2004,107.0,0.414,0.7140000000000001,0.469,21.0,38.0,127.0,0.495,0.8290000000000001,0.4,24.0,56.0,0
365,2004,115.0,0.43,0.75,0.143,25.0,54.0,113.0,0.422,0.6890000000000001,0.353,27.0,52.0,1
365,2004,113.0,0.529,0.7140000000000001,0.429,21.0,33.0,112.0,0.5579999999999999,0.882,0.25,27.0,40.0,1
365,2004,112.0,0.4379999999999999,0.846,0.375,21.0,43.0,116.0,0.505,0.688,0.4,16.0,45.0,0
365,2004,110.0,0.4589999999999999,0.813,0.4,26.0,46.0,112.0,0.506,0.792,0.556,22.0,36.0,0
365,2004,82.0,0.37,0.862,0.2,20.0,36.0,94.0,0.4920000000000001,0.833,0.526,23.0,38.0,0
