GAME_DATE_EST,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
2083,2012,99.0,0.4529999999999999,0.7809999999999999,0.462,12.0,44.0,79.0,0.392,0.625,0.5,20.0,39.0,1
2083,2012,103.0,0.556,0.609,0.474,24.0,33.0,95.0,0.474,0.789,0.4,29.0,35.0,1
2083,2012,101.0,0.411,0.696,0.5,17.0,41.0,108.0,0.574,0.735,0.455,26.0,39.0,0
2083,2012,101.0,0.471,0.857,0.25,19.0,35.0,98.0,0.461,0.818,0.4,25.0,35.0,1
2083,2012,104.0,0.524,0.889,0.364,29.0,44.0,92.0,0.449,0.7879999999999999,0.222,20.0,31.0,1
2083,2012,87.0,0.396,0.737,0.063,16.0,48.0,103.0,0.433,0.68,0.364,24.0,51.0,0
2083,2012,98.0,0.439,0.71,0.25,24.0,56.0,91.0,0.435,0.75,0.208,12.0,35.0,1
2083,2012,101.0,0.3979999999999999,0.773,0.214,23.0,46.0,116.0,0.506,0.679,0.31,28.0,53.0,0
2083,2012,103.0,0.477,0.833,0.4,28.0,47.0,97.0,0.38,0.632,0.349,18.0,52.0,1
2082,2012,81.0,0.392,0.875,0.238,16.0,48.0,76.0,0.348,0.769,0.2,14.0,51.0,1
2082,2012,112.0,0.494,0.7809999999999999,0.259,23.0,41.0,117.0,0.4270000000000001,0.857,0.238,20.0,52.0,0
2082,2012,92.0,0.375,0.767,0.3329999999999999,18.0,45.0,90.0,0.455,0.7,0.316,20.0,45.0,1
2081,2012,90.0,0.488,0.846,0.091,26.0,46.0,72.0,0.392,0.632,0.2,15.0,37.0,1
2081,2012,102.0,0.477,0.636,0.5,26.0,39.0,112.0,0.537,0.667,0.455,30.0,41.0,0
2081,2012,99.0,0.457,0.65,0.522,25.0,45.0,83.0,0.44,0.4,0.318,19.0,46.0,1
2081,2012,87.0,0.457,0.833,0.214,23.0,42.0,79.0,0.3929999999999999,0.611,0.1669999999999999,21.0,47.0,1
2081,2012,96.0,0.411,0.7,0.4,23.0,45.0,104.0,0.4639999999999999,0.762,0.455,21.0,48.0,0
2081,2012,88.0,0.417,0.813,0.263,26.0,46.0,79.0,0.4,0.769,0.3329999999999999,15.0,39.0,1
2081,2012,108.0,0.488,0.875,0.48,25.0,48.0,105.0,0.4629999999999999,0.6,0.296,22.0,40.0,1
2081,2012,106.0,0.474,0.852,0.55,19.0,39.0,84.0,0.431,0.792,0.25,21.0,38.0,1
2081,2012,108.0,0.436,0.611,0.3329999999999999,24.0,48.0,105.0,0.473,0.9,0.3329999999999999,23.0,43.0,1
2081,2012,99.0,0.481,0.619,0.417,25.0,47.0,93.0,0.429,0.833,0.3329999999999999,21.0,34.0,1
2081,2012,87.0,0.465,0.7,0.412,23.0,38.0,94.0,0.455,0.75,0.118,27.0,43.0,0
2080,2012,89.0,0.481,0.6,0.412,24.0,32.0,109.0,0.482,0.8640000000000001,0.417,27.0,50.0,0
2080,2012,87.0,0.363,0.632,0.409,20.0,55.0,77.0,0.412,0.722,0.421,13.0,36.0,1
2080,2012,108.0,0.462,0.789,0.529,25.0,46.0,99.0,0.411,0.8079999999999999,0.2,21.0,50.0,1
2080,2012,125.0,0.552,0.7829999999999999,0.44,26.0,42.0,112.0,0.473,0.923,0.452,25.0,37.0,1
2080,2012,108.0,0.46,0.769,0.5329999999999999,29.0,43.0,103.0,0.494,0.81,0.455,21.0,44.0,1
2079,2012,101.0,0.4370000000000001,0.833,0.556,20.0,45.0,99.0,0.425,0.833,0.24,21.0,44.0,1
2079,2012,96.0,0.408,0.769,0.4379999999999999,19.0,42.0,102.0,0.527,0.9,0.3329999999999999,26.0,36.0,0
2079,2012,118.0,0.537,0.833,0.7140000000000001,34.0,47.0,92.0,0.423,0.826,0.5,19.0,31.0,1
2079,2012,95.0,0.482,0.833,0.385,23.0,42.0,88.0,0.452,0.8,0.286,20.0,32.0,1
2079,2012,100.0,0.397,0.778,0.526,20.0,47.0,94.0,0.4320000000000001,0.9,0.316,20.0,46.0,1
2079,2012,81.0,0.368,0.87,0.238,14.0,37.0,113.0,0.488,0.889,0.55,29.0,44.0,0
2079,2012,125.0,0.511,0.875,0.3329999999999999,34.0,44.0,119.0,0.495,0.889,0.3670000000000001,35.0,36.0,1
2078,2012,92.0,0.447,0.762,0.348,28.0,31.0,104.0,0.494,0.917,0.273,24.0,41.0,0
2078,2012,99.0,0.4629999999999999,0.938,0.381,20.0,50.0,71.0,0.358,0.5,0.286,20.0,39.0,1
2078,2012,101.0,0.5,0.684,0.308,22.0,44.0,108.0,0.435,0.862,0.231,14.0,45.0,0
2078,2012,81.0,0.392,0.778,0.357,18.0,32.0,92.0,0.536,0.8,0.25,22.0,42.0,0
2078,2012,105.0,0.4629999999999999,0.7040000000000001,0.3329999999999999,30.0,48.0,112.0,0.436,0.652,0.375,33.0,44.0,0
2077,2012,81.0,0.412,0.789,0.345,18.0,36.0,89.0,0.4589999999999999,0.667,0.188,27.0,44.0,0
2077,2012,106.0,0.482,0.778,0.385,23.0,45.0,114.0,0.477,0.818,0.364,24.0,40.0,0
2077,2012,95.0,0.435,0.6,0.15,19.0,59.0,80.0,0.3779999999999999,0.722,0.278,18.0,39.0,1
2077,2012,113.0,0.518,0.857,0.292,26.0,51.0,93.0,0.4,0.652,0.316,18.0,41.0,1
2077,2012,104.0,0.396,0.893,0.304,20.0,44.0,112.0,0.4679999999999999,0.722,0.353,23.0,43.0,0
2077,2012,97.0,0.418,0.889,0.313,22.0,52.0,102.0,0.43,0.923,0.667,22.0,39.0,0
2077,2012,96.0,0.4589999999999999,0.846,0.368,21.0,42.0,99.0,0.4529999999999999,0.813,0.381,23.0,44.0,0
2077,2012,109.0,0.482,0.826,0.32,24.0,50.0,86.0,0.417,0.65,0.176,19.0,41.0,1
2077,2012,110.0,0.513,0.718,0.364,20.0,48.0,91.0,0.359,0.743,0.36,20.0,41.0,1
2077,2012,115.0,0.522,0.733,0.357,29.0,41.0,89.0,0.444,0.769,0.25,19.0,30.0,1
2076,2012,96.0,0.38,0.6759999999999999,0.3329999999999999,18.0,39.0,105.0,0.526,0.7,0.3329999999999999,23.0,43.0,0
2076,2012,113.0,0.473,0.581,0.5,27.0,41.0,115.0,0.461,0.6940000000000001,0.3329999999999999,22.0,54.0,0
2076,2012,104.0,0.451,0.7859999999999999,0.471,25.0,43.0,106.0,0.5,0.7240000000000001,0.4379999999999999,23.0,40.0,0
2076,2012,85.0,0.412,0.5710000000000001,0.2,18.0,56.0,84.0,0.413,0.6,0.345,26.0,38.0,1
2076,2012,89.0,0.462,0.774,0.25,17.0,28.0,96.0,0.45,0.792,0.357,22.0,48.0,0
2076,2012,94.0,0.449,0.556,0.444,22.0,49.0,75.0,0.318,0.607,0.235,14.0,47.0,1
2076,2012,84.0,0.395,1.0,0.4,13.0,45.0,86.0,0.407,0.667,0.37,22.0,41.0,0
2076,2012,109.0,0.52,0.778,0.588,18.0,47.0,85.0,0.405,0.75,0.4579999999999999,21.0,40.0,1
2076,2012,101.0,0.4479999999999999,0.7390000000000001,0.429,23.0,49.0,115.0,0.542,0.632,0.3939999999999999,30.0,35.0,0
2076,2012,80.0,0.4529999999999999,0.727,0.267,23.0,40.0,87.0,0.449,0.667,0.111,27.0,38.0,0
2076,2012,107.0,0.5,0.76,0.429,27.0,47.0,102.0,0.461,0.722,0.24,19.0,36.0,1
2075,2012,100.0,0.476,0.625,0.444,26.0,48.0,83.0,0.364,0.857,0.265,14.0,35.0,1
2075,2012,97.0,0.465,0.55,0.273,27.0,39.0,101.0,0.446,0.7,0.375,21.0,52.0,0
2074,2012,102.0,0.532,0.706,0.348,34.0,36.0,79.0,0.4429999999999999,0.813,0.182,19.0,36.0,1
2074,2012,94.0,0.474,0.7859999999999999,0.375,16.0,36.0,96.0,0.4679999999999999,0.76,0.417,27.0,35.0,0
2074,2012,94.0,0.391,0.875,0.238,19.0,50.0,97.0,0.4320000000000001,0.7829999999999999,0.188,22.0,46.0,0
2074,2012,89.0,0.377,0.8390000000000001,0.313,17.0,48.0,81.0,0.422,0.8,0.231,24.0,41.0,1
2074,2012,83.0,0.451,0.688,0.364,22.0,27.0,93.0,0.479,0.773,0.444,23.0,39.0,0
2074,2012,119.0,0.472,0.8059999999999999,0.385,21.0,46.0,109.0,0.436,0.85,0.357,19.0,47.0,1
2074,2012,110.0,0.489,0.792,0.294,24.0,47.0,117.0,0.517,0.696,0.529,32.0,40.0,0
2074,2012,104.0,0.494,0.7390000000000001,0.208,21.0,49.0,92.0,0.422,0.55,0.313,21.0,46.0,1
2074,2012,93.0,0.493,0.765,0.421,22.0,34.0,110.0,0.5,0.862,0.529,22.0,38.0,0
2074,2012,106.0,0.494,0.8420000000000001,0.3329999999999999,25.0,49.0,84.0,0.345,0.8,0.118,17.0,41.0,1
2074,2012,95.0,0.4589999999999999,0.7,0.231,24.0,45.0,89.0,0.44,0.833,0.357,21.0,44.0,1
2074,2012,115.0,0.5,0.8640000000000001,0.522,29.0,53.0,94.0,0.363,0.718,0.276,24.0,38.0,1
2073,2012,94.0,0.405,0.769,0.385,23.0,44.0,103.0,0.5,0.647,0.455,25.0,42.0,0
2073,2012,100.0,0.429,0.75,0.27,18.0,37.0,105.0,0.506,0.667,0.3329999999999999,22.0,47.0,0
2073,2012,103.0,0.52,0.773,0.4,19.0,44.0,97.0,0.419,0.762,0.346,19.0,37.0,1
2073,2012,86.0,0.439,0.3329999999999999,0.5,20.0,47.0,95.0,0.494,0.5,0.409,30.0,39.0,0
2073,2012,92.0,0.451,0.524,0.304,28.0,52.0,78.0,0.385,0.4479999999999999,0.172,15.0,46.0,1
2073,2012,99.0,0.3939999999999999,0.667,0.136,17.0,52.0,103.0,0.477,0.65,0.364,27.0,51.0,0
2072,2012,88.0,0.4,0.833,0.48,21.0,38.0,83.0,0.3779999999999999,0.75,0.273,17.0,44.0,1
2072,2012,81.0,0.351,0.611,0.25,24.0,49.0,91.0,0.471,0.5529999999999999,0.4,14.0,52.0,0
2072,2012,110.0,0.477,0.818,0.348,24.0,50.0,112.0,0.471,0.743,0.286,24.0,33.0,0
2072,2012,123.0,0.536,0.773,0.552,30.0,40.0,104.0,0.478,0.857,0.522,24.0,36.0,1
2072,2012,104.0,0.589,0.75,0.429,25.0,36.0,73.0,0.3779999999999999,0.765,0.235,14.0,35.0,1
2072,2012,114.0,0.506,0.875,0.3329999999999999,23.0,43.0,96.0,0.474,0.8240000000000001,0.3329999999999999,19.0,41.0,1
2071,2012,96.0,0.476,0.8,0.3329999999999999,16.0,47.0,94.0,0.4679999999999999,0.706,0.435,19.0,33.0,1
2071,2012,86.0,0.4,0.9,0.063,23.0,46.0,111.0,0.506,0.875,0.421,21.0,44.0,0
2071,2012,118.0,0.537,0.8,0.5,28.0,45.0,96.0,0.419,0.895,0.318,25.0,35.0,1
2071,2012,107.0,0.5,0.7240000000000001,0.444,25.0,41.0,96.0,0.413,0.735,0.385,29.0,38.0,1
2070,2012,95.0,0.494,0.65,0.4,27.0,42.0,98.0,0.4270000000000001,0.7390000000000001,0.4579999999999999,24.0,38.0,0
2070,2012,109.0,0.55,0.7859999999999999,0.5,26.0,36.0,100.0,0.475,0.8640000000000001,0.3329999999999999,20.0,36.0,1
2070,2012,88.0,0.444,0.5,0.278,18.0,35.0,123.0,0.561,0.762,0.556,33.0,44.0,0
2070,2012,103.0,0.467,0.7440000000000001,0.267,15.0,39.0,100.0,0.4629999999999999,0.789,0.45,21.0,40.0,1
2070,2012,87.0,0.391,0.667,0.4379999999999999,24.0,49.0,77.0,0.365,0.667,0.3,19.0,56.0,1
2070,2012,81.0,0.4039999999999999,0.5710000000000001,0.263,19.0,49.0,72.0,0.426,0.611,0.188,17.0,41.0,1
2070,2012,94.0,0.3979999999999999,0.741,0.267,18.0,36.0,124.0,0.479,0.913,0.4479999999999999,22.0,53.0,0
2070,2012,111.0,0.506,0.615,0.278,27.0,51.0,107.0,0.4639999999999999,0.625,0.118,29.0,46.0,1
2070,2012,104.0,0.408,0.941,0.381,29.0,45.0,85.0,0.434,0.625,0.308,18.0,51.0,1
2070,2012,89.0,0.447,0.813,0.348,19.0,39.0,85.0,0.424,0.818,0.235,19.0,45.0,1
2070,2012,101.0,0.521,0.813,0.632,21.0,46.0,83.0,0.36,0.762,0.2269999999999999,18.0,38.0,1
2069,2012,105.0,0.477,0.882,0.3,25.0,47.0,97.0,0.4529999999999999,0.818,0.357,25.0,41.0,1
2069,2012,97.0,0.442,0.7240000000000001,0.5,19.0,48.0,91.0,0.4629999999999999,0.813,0.143,20.0,37.0,1
2069,2012,97.0,0.447,0.769,0.3329999999999999,19.0,43.0,81.0,0.384,0.688,0.3,11.0,36.0,1
2069,2012,109.0,0.581,0.647,0.632,24.0,38.0,99.0,0.506,0.75,0.31,18.0,35.0,1
2069,2012,94.0,0.419,1.0,0.381,19.0,40.0,102.0,0.487,0.813,0.542,27.0,43.0,0
2069,2012,97.0,0.451,0.75,0.385,23.0,51.0,104.0,0.435,0.7809999999999999,0.208,24.0,41.0,0
2069,2012,85.0,0.375,0.667,0.2,17.0,43.0,106.0,0.457,0.5710000000000001,0.429,25.0,60.0,0
2069,2012,122.0,0.5710000000000001,0.917,0.522,21.0,34.0,116.0,0.523,0.5770000000000001,0.344,27.0,39.0,1
2069,2012,114.0,0.479,0.925,0.6,20.0,36.0,116.0,0.494,0.805,0.304,20.0,35.0,0
2069,2012,106.0,0.4529999999999999,0.765,0.5,28.0,34.0,105.0,0.494,0.6,0.3670000000000001,26.0,46.0,1
2069,2012,104.0,0.465,0.607,0.292,29.0,52.0,87.0,0.414,0.75,0.158,24.0,44.0,1
2069,2012,96.0,0.425,0.8079999999999999,0.412,20.0,52.0,89.0,0.402,0.609,0.25,25.0,43.0,1
2068,2012,111.0,0.419,0.821,0.4,23.0,56.0,105.0,0.421,0.875,0.4579999999999999,22.0,46.0,1
2068,2012,106.0,0.482,0.5,0.4,31.0,44.0,77.0,0.4029999999999999,0.867,0.375,20.0,40.0,1
2067,2012,84.0,0.461,0.7140000000000001,0.222,22.0,51.0,87.0,0.3779999999999999,0.652,0.37,20.0,38.0,0
2067,2012,92.0,0.436,0.679,0.357,18.0,42.0,105.0,0.457,0.76,0.522,21.0,44.0,0
2067,2012,94.0,0.456,0.846,0.3670000000000001,25.0,38.0,97.0,0.5,0.95,0.1669999999999999,19.0,36.0,0
2067,2012,126.0,0.469,0.742,0.3329999999999999,35.0,47.0,119.0,0.44,0.6,0.519,21.0,62.0,1
2067,2012,108.0,0.476,0.947,0.588,24.0,49.0,93.0,0.386,0.875,0.19,17.0,43.0,1
2067,2012,89.0,0.389,0.8240000000000001,0.3329999999999999,22.0,37.0,99.0,0.521,0.696,0.563,23.0,38.0,0
2067,2012,84.0,0.381,0.765,0.25,18.0,50.0,87.0,0.407,0.8,0.29,19.0,47.0,0
2067,2012,100.0,0.479,0.828,0.421,25.0,44.0,80.0,0.423,0.583,0.389,24.0,35.0,1
2067,2012,126.0,0.479,0.75,0.545,31.0,48.0,114.0,0.494,0.7,0.379,29.0,38.0,1
2067,2012,83.0,0.386,0.682,0.235,17.0,44.0,94.0,0.402,0.95,0.5,19.0,43.0,0
2067,2012,97.0,0.4579999999999999,0.813,0.381,21.0,38.0,99.0,0.455,0.7140000000000001,0.409,21.0,41.0,0
2067,2012,109.0,0.506,0.75,0.286,31.0,53.0,91.0,0.407,0.75,0.375,28.0,35.0,1
2066,2012,76.0,0.406,0.586,0.35,14.0,36.0,93.0,0.494,0.846,0.6,25.0,41.0,0
2066,2012,100.0,0.481,0.677,0.238,22.0,42.0,94.0,0.4270000000000001,0.563,0.346,20.0,40.0,1
2066,2012,103.0,0.475,1.0,0.286,20.0,34.0,97.0,0.423,0.8420000000000001,0.313,14.0,39.0,1
2066,2012,97.0,0.446,0.85,0.3,22.0,31.0,120.0,0.561,0.833,0.4,25.0,45.0,0
2066,2012,112.0,0.484,0.579,0.44,29.0,45.0,100.0,0.5,0.708,0.231,26.0,42.0,1
2065,2012,95.0,0.446,0.7,0.364,18.0,43.0,92.0,0.4320000000000001,0.8,0.444,19.0,49.0,1
2065,2012,94.0,0.444,0.857,0.231,17.0,35.0,91.0,0.405,0.889,0.318,20.0,47.0,1
2065,2012,93.0,0.5,0.5329999999999999,0.45,25.0,45.0,97.0,0.434,0.72,0.389,21.0,36.0,0
2065,2012,129.0,0.56,0.789,0.667,33.0,41.0,91.0,0.4589999999999999,0.621,0.357,22.0,39.0,1
2065,2012,77.0,0.363,0.667,0.176,18.0,41.0,103.0,0.535,0.552,0.524,26.0,44.0,0
2065,2012,108.0,0.556,0.818,0.474,31.0,37.0,96.0,0.435,0.882,0.292,24.0,41.0,1
2064,2012,87.0,0.377,0.7809999999999999,0.19,20.0,43.0,96.0,0.409,0.8,0.421,22.0,58.0,0
2064,2012,92.0,0.494,0.9,0.368,24.0,45.0,75.0,0.421,0.75,0.357,20.0,31.0,1
2064,2012,105.0,0.521,0.818,0.4579999999999999,23.0,39.0,89.0,0.411,0.846,0.4379999999999999,18.0,38.0,1
2064,2012,75.0,0.402,0.7140000000000001,0.364,18.0,42.0,81.0,0.429,0.611,0.235,20.0,44.0,0
2064,2012,121.0,0.537,0.8079999999999999,0.429,32.0,38.0,96.0,0.532,0.7140000000000001,0.154,23.0,37.0,1
2064,2012,82.0,0.392,0.696,0.2,17.0,41.0,94.0,0.4320000000000001,0.813,0.294,16.0,48.0,0
2064,2012,110.0,0.511,0.667,0.3,36.0,46.0,88.0,0.379,0.633,0.15,21.0,44.0,1
2064,2012,96.0,0.478,0.821,0.35,21.0,45.0,93.0,0.449,0.727,0.263,26.0,32.0,1
2064,2012,115.0,0.447,0.867,0.345,26.0,47.0,118.0,0.4579999999999999,0.7859999999999999,0.3329999999999999,33.0,49.0,0
2063,2012,93.0,0.407,0.905,0.421,20.0,32.0,90.0,0.5,0.8420000000000001,0.286,22.0,45.0,1
2063,2012,99.0,0.512,0.429,0.421,31.0,45.0,80.0,0.392,0.75,0.36,20.0,37.0,1
2063,2012,94.0,0.3829999999999999,0.85,0.208,23.0,44.0,99.0,0.434,0.611,0.313,22.0,57.0,0
2063,2012,106.0,0.418,0.88,0.308,14.0,40.0,110.0,0.446,0.848,0.444,22.0,51.0,0
2063,2012,100.0,0.422,0.667,0.417,24.0,58.0,68.0,0.3289999999999999,0.769,0.1669999999999999,15.0,46.0,1
2063,2012,89.0,0.4,0.769,0.313,19.0,36.0,99.0,0.488,0.64,0.313,24.0,44.0,0
2063,2012,92.0,0.4039999999999999,0.85,0.231,23.0,47.0,82.0,0.408,0.8240000000000001,0.286,20.0,42.0,1
2063,2012,99.0,0.513,0.7390000000000001,0.222,29.0,36.0,94.0,0.4529999999999999,0.875,0.125,15.0,44.0,1
2063,2012,97.0,0.425,0.667,0.304,24.0,53.0,85.0,0.418,0.688,0.364,18.0,32.0,1
2063,2012,115.0,0.518,0.813,0.519,31.0,48.0,100.0,0.3670000000000001,0.743,0.381,19.0,44.0,1
2062,2012,99.0,0.44,0.696,0.45,27.0,45.0,93.0,0.402,0.846,0.25,17.0,43.0,1
2062,2012,95.0,0.385,0.857,0.136,23.0,36.0,110.0,0.5379999999999999,0.889,0.357,25.0,47.0,0
2062,2012,101.0,0.359,0.8079999999999999,0.389,25.0,50.0,93.0,0.3879999999999999,0.708,0.0,20.0,59.0,1
2061,2012,97.0,0.486,0.773,0.345,26.0,33.0,91.0,0.417,0.6,0.25,15.0,44.0,1
2061,2012,100.0,0.4579999999999999,0.765,0.379,19.0,39.0,86.0,0.449,0.667,0.4,19.0,38.0,1
2061,2012,90.0,0.42,0.8240000000000001,0.4,18.0,48.0,83.0,0.442,0.75,0.529,20.0,38.0,1
2061,2012,104.0,0.513,0.722,0.563,21.0,37.0,84.0,0.3720000000000001,0.72,0.133,19.0,48.0,1
2061,2012,103.0,0.597,0.741,0.529,23.0,35.0,91.0,0.409,0.667,0.278,16.0,35.0,1
2061,2012,92.0,0.3829999999999999,0.647,0.375,21.0,44.0,100.0,0.429,0.95,0.36,20.0,52.0,0
2061,2012,125.0,0.56,0.833,0.407,29.0,41.0,103.0,0.449,0.708,0.353,21.0,39.0,1
2061,2012,121.0,0.5529999999999999,0.909,0.607,31.0,33.0,104.0,0.465,0.818,0.6,19.0,42.0,1
2061,2012,90.0,0.409,0.789,0.375,26.0,56.0,80.0,0.353,0.789,0.25,11.0,44.0,1
2061,2012,131.0,0.5,0.81,0.579,25.0,40.0,127.0,0.5,0.88,0.5,21.0,42.0,1
2061,2012,93.0,0.5,0.789,0.2,28.0,37.0,77.0,0.387,0.773,0.105,15.0,42.0,1
2060,2012,95.0,0.379,0.773,0.3329999999999999,28.0,49.0,100.0,0.436,0.6759999999999999,0.375,20.0,49.0,0
2060,2012,99.0,0.514,0.667,0.4379999999999999,19.0,33.0,113.0,0.52,0.852,0.5,25.0,36.0,0
2060,2012,90.0,0.429,0.773,0.412,16.0,38.0,92.0,0.446,0.813,0.25,23.0,48.0,0
2060,2012,103.0,0.4679999999999999,0.7829999999999999,0.52,25.0,24.0,92.0,0.43,0.737,0.235,18.0,53.0,1
2060,2012,100.0,0.5,0.875,0.556,28.0,43.0,89.0,0.4320000000000001,0.737,0.5,18.0,35.0,1
2060,2012,98.0,0.43,0.6920000000000001,0.429,18.0,37.0,93.0,0.4,0.794,0.25,15.0,51.0,1
2060,2012,107.0,0.542,0.862,0.364,19.0,35.0,100.0,0.43,0.867,0.371,23.0,40.0,1
2060,2012,112.0,0.4370000000000001,0.69,0.368,23.0,58.0,106.0,0.4,0.889,0.389,28.0,45.0,1
2060,2012,101.0,0.3979999999999999,0.778,0.3229999999999999,21.0,48.0,100.0,0.4,0.636,0.417,24.0,54.0,1
2060,2012,103.0,0.436,0.853,0.3329999999999999,25.0,44.0,96.0,0.467,1.0,0.3329999999999999,23.0,33.0,1
2059,2012,102.0,0.537,1.0,0.429,31.0,42.0,93.0,0.406,0.667,0.28,25.0,43.0,1
2059,2012,96.0,0.433,0.563,0.29,15.0,45.0,109.0,0.513,0.792,0.345,18.0,42.0,0
2059,2012,76.0,0.408,0.579,0.35,15.0,34.0,88.0,0.449,0.765,0.2269999999999999,19.0,42.0,0
2059,2012,80.0,0.375,0.737,0.545,16.0,51.0,71.0,0.373,0.65,0.182,14.0,39.0,1
2059,2012,107.0,0.447,0.9,0.286,22.0,49.0,93.0,0.456,0.7140000000000001,0.3,23.0,37.0,1
2059,2012,101.0,0.482,0.733,0.364,29.0,38.0,90.0,0.41,0.792,0.231,15.0,51.0,1
2058,2012,103.0,0.4589999999999999,0.85,0.267,29.0,43.0,96.0,0.41,0.7809999999999999,0.304,14.0,44.0,1
2058,2012,98.0,0.494,0.545,0.4,23.0,37.0,111.0,0.488,0.792,0.412,22.0,41.0,0
2058,2012,97.0,0.341,0.853,0.25,13.0,42.0,122.0,0.541,0.759,0.444,27.0,52.0,0
2058,2012,95.0,0.4629999999999999,0.833,0.379,25.0,36.0,94.0,0.45,0.733,0.55,21.0,43.0,1
2057,2012,93.0,0.369,0.722,0.192,21.0,45.0,115.0,0.495,0.875,0.417,32.0,54.0,0
2057,2012,98.0,0.462,0.759,0.3329999999999999,18.0,31.0,107.0,0.544,0.8420000000000001,0.294,25.0,43.0,0
2057,2012,103.0,0.435,0.696,0.371,26.0,41.0,102.0,0.488,0.765,0.375,15.0,45.0,1
2057,2012,102.0,0.506,0.667,0.296,25.0,43.0,72.0,0.375,0.733,0.35,16.0,40.0,1
2057,2012,77.0,0.386,0.667,0.231,18.0,41.0,88.0,0.486,0.688,0.292,25.0,42.0,0
2057,2012,83.0,0.44,0.789,0.2,21.0,33.0,82.0,0.387,0.773,0.368,15.0,41.0,1
2057,2012,114.0,0.436,0.813,0.261,28.0,48.0,106.0,0.4639999999999999,0.84,0.5,24.0,41.0,1
2057,2012,85.0,0.361,0.72,0.3329999999999999,15.0,40.0,111.0,0.537,0.75,0.455,33.0,49.0,0
2057,2012,103.0,0.469,0.75,0.48,28.0,38.0,88.0,0.469,0.75,0.375,22.0,38.0,1
2057,2012,86.0,0.419,0.792,0.294,20.0,35.0,99.0,0.447,0.792,0.364,16.0,48.0,0
2056,2012,95.0,0.405,0.682,0.3329999999999999,22.0,47.0,74.0,0.391,0.87,0.0,17.0,38.0,1
2056,2012,96.0,0.434,0.8,0.381,19.0,48.0,102.0,0.451,0.7140000000000001,0.276,18.0,45.0,0
2056,2012,95.0,0.455,0.63,0.5710000000000001,19.0,48.0,85.0,0.4320000000000001,0.75,0.25,20.0,36.0,1
2056,2012,99.0,0.477,0.727,0.429,26.0,53.0,85.0,0.37,0.909,0.35,19.0,49.0,1
2056,2012,107.0,0.452,0.813,0.385,20.0,43.0,105.0,0.4039999999999999,0.769,0.313,21.0,54.0,1
2056,2012,86.0,0.395,0.929,0.5,21.0,46.0,90.0,0.3979999999999999,0.7040000000000001,0.3329999999999999,23.0,43.0,0
2056,2012,102.0,0.5379999999999999,0.7,0.4579999999999999,26.0,30.0,113.0,0.534,0.706,0.412,29.0,40.0,0
2056,2012,101.0,0.487,0.7390000000000001,0.37,23.0,45.0,89.0,0.4,0.765,0.4,22.0,41.0,1
2056,2012,113.0,0.494,1.0,0.429,29.0,43.0,103.0,0.4529999999999999,0.903,0.368,18.0,29.0,1
2056,2012,99.0,0.4579999999999999,0.773,0.462,23.0,43.0,84.0,0.402,0.7140000000000001,0.273,19.0,47.0,1
2056,2012,99.0,0.522,0.885,0.4,20.0,35.0,94.0,0.415,0.9,0.368,27.0,37.0,1
2055,2012,113.0,0.573,0.565,0.483,28.0,41.0,90.0,0.43,0.8,0.286,22.0,31.0,1
2055,2012,116.0,0.532,0.667,0.48,25.0,33.0,107.0,0.417,0.862,0.324,13.0,44.0,1
2055,2012,98.0,0.455,0.917,0.259,19.0,40.0,90.0,0.4579999999999999,0.72,0.316,23.0,38.0,1
2054,2012,88.0,0.493,0.588,0.222,21.0,31.0,94.0,0.4529999999999999,0.743,0.526,20.0,38.0,0
2054,2012,80.0,0.3829999999999999,1.0,0.318,17.0,39.0,86.0,0.4379999999999999,0.625,0.273,16.0,43.0,0
2054,2012,96.0,0.41,0.821,0.278,23.0,48.0,81.0,0.3329999999999999,0.72,0.409,19.0,40.0,1
2054,2012,89.0,0.451,0.455,0.143,19.0,44.0,96.0,0.436,0.923,0.364,24.0,39.0,0
2054,2012,94.0,0.4270000000000001,0.792,0.313,18.0,44.0,100.0,0.435,0.68,0.391,26.0,48.0,0
2054,2012,95.0,0.475,0.8,0.318,18.0,38.0,97.0,0.4629999999999999,0.857,0.375,20.0,41.0,0
2054,2012,117.0,0.43,0.833,0.273,24.0,42.0,115.0,0.511,0.765,0.348,27.0,50.0,1
2054,2012,98.0,0.406,0.583,0.353,22.0,60.0,85.0,0.3720000000000001,0.857,0.158,14.0,50.0,1
2054,2012,99.0,0.447,0.733,0.375,19.0,47.0,93.0,0.3929999999999999,0.8,0.28,18.0,46.0,1
2054,2012,92.0,0.4370000000000001,0.7809999999999999,0.3329999999999999,19.0,43.0,88.0,0.3979999999999999,0.813,0.409,20.0,43.0,1
2054,2012,108.0,0.4370000000000001,0.8109999999999999,0.143,25.0,44.0,105.0,0.506,0.583,0.4379999999999999,24.0,42.0,1
2054,2012,82.0,0.382,0.818,0.2269999999999999,20.0,44.0,80.0,0.452,1.0,0.2,19.0,40.0,1
2054,2012,99.0,0.488,0.6,0.421,27.0,40.0,96.0,0.425,0.778,0.421,18.0,48.0,1
2053,2012,97.0,0.529,0.75,0.222,21.0,37.0,100.0,0.462,0.778,0.5,20.0,35.0,0
